Nombre_del_Producto,Fecha,Cantidad_de_Ventas,precio_unitario_de_venta,costo_unitario_de_compra
Soda Coca Cola 2lt reciclable bottle,05/08/2024,8,5.78,4.38
Soda Coca Cola 2lt,05/08/2024,33,6.99,6.11
Common Bread kg,05/08/2024,64,8,4.41
Tomato Kg,05/08/2024,49,3.75,2.5
Potato kg,05/08/2024,78,4.81,3.24
Zucchini kg,05/08/2024,3,1.69,1.11
Cabbage kg,05/08/2024,11,2.49,1.66
Beetroot kg,05/08/2024,8,2.99,2
Yam kg,05/08/2024,19,7.49,5
Green Pepper kg,05/08/2024,5,2.99,2
Sweet potato kg,05/08/2024,11,3.79,2.75
Carrots kg,05/08/2024,16,2.99,2.1
Pumpkin kg,05/08/2024,22,2.59,1.78
Oranges kg,05/08/2024,57,2.79,1.75
Garlic Kg,05/08/2024,10,14.99,10
Onion Kg,05/08/2024,16,2.99,2.15
Apple Kg,05/08/2024,19,7.99,6.11
Banana kg,05/08/2024,32,1.99,1.25
Lettuce kg,05/08/2024,12,1.3,0.85
"Pork ""Pernil cut"" boneless kg",05/08/2024,45,24.3,17.08
Sugar Delta 5kg,05/08/2024,27,11.68,10.39
Ground beef kg,05/08/2024,13,26.35,12.93
Generic Ham kg,05/08/2024,4,20,14.82
Bologna Confianca kg,05/08/2024,3,9.99,4.99
Red beans Bela Vista 1kg,05/08/2024,32,7.68,6.33
Red beans Eliza 1kg,05/08/2024,9,7.75,6.5
Spaguetti Somolao 1kg,05/08/2024,13,4.69,3.55
Sweet Bread kg,06/08/2024,4,8.98,4.17
Frozen Chicken kg,06/08/2024,29,7.29,5.99
Salsage kg,06/08/2024,26,9.78,6.97
Calabrezza Saussage kg,06/08/2024,2,22.29,15.91
Mozarella Cheese kg,06/08/2024,2,35.99,24.64
Dish Soap Ype Clear 500ml,06/08/2024,7,1.99,1.59
Dish Soap Ype Apple 500ml,06/08/2024,7,1.99,1.59
Dish soap Ype Neutro 500ml,06/08/2024,11,1.99,1.59
Rice Albaruska Pilao 5kg,06/08/2024,19,32.1,29.17
Tomato sauce Elefante 130g,06/08/2024,2,2.29,1.76
Coffee Mineiro 500gr,06/08/2024,7,5.85,4.5
Instant Pasta Nissin Chicken 85gr,06/08/2024,2,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,06/08/2024,18,0.99,0.48
Fries JR Fritas 300g,06/08/2024,5,7.99,6.1
Coffee Mantiqueira 500g,06/08/2024,11,7.59,5.82
Coffee Santa Barbara kg,06/08/2024,5,5.99,4.77
Corn Flour Mimoso 1kg,06/08/2024,6,2.89,2.2
Beer Clacial 473ml,06/08/2024,20,2.29,1.99
Salt Marlin 1kg,06/08/2024,31,1.15,0.76
Soy Oil Soya 900ml,06/08/2024,46,8.99,7.89
Wheat Flour Vilma 1kg,06/08/2024,14,3.75,2.9
"Beef ""Acem cut"" kg",06/08/2024,14,31.89,22.73
Bologna Bolonha kg,06/08/2024,4,16.83,12.15
Beer Skol 473ml,06/08/2024,22,3.19,2.71
Corn Flour Moinho Dagua 1kg,06/08/2024,17,3.99,3
Soda Coca Cola 2lt reciclable bottle,06/08/2024,4,6.09,4.38
Soda Coca Cola 2lt,06/08/2024,19,6.99,6.06
Common Bread kg,06/08/2024,50,7.99,4.41
Tomato Kg,06/08/2024,50,3.21,2.14
Potato kg,06/08/2024,43,4.59,3
Zucchini kg,06/08/2024,2,1.69,1.01
Cabbage kg,06/08/2024,5,2.49,1.66
Beetroot kg,06/08/2024,6,2.99,2
Yam kg,06/08/2024,5,7.49,5
Green Pepper kg,06/08/2024,5,2.99,2
Sweet potato kg,06/08/2024,5,4.19,3
Carrots kg,06/08/2024,7,2.99,2.1
Pumpkin kg,06/08/2024,20,2.59,1.75
Oranges kg,06/08/2024,25,2.79,1.75
Garlic Kg,06/08/2024,8,14.99,10
Onion Kg,06/08/2024,13,2.99,2.15
Apple Kg,06/08/2024,9,7.99,6.11
Banana kg,06/08/2024,29,2.19,1.44
Lettuce kg,06/08/2024,12,1.3,0.85
"Pork ""Pernil cut"" boneless kg",06/08/2024,7,24.3,17.08
Sugar Delta 5kg,06/08/2024,10,11.69,10.39
Ham kg,06/08/2024,1,23.74,15.81
Ground beef kg,06/08/2024,10,26.35,12.93
Generic Ham kg,06/08/2024,1,20.77,14.82
Bologna Confianca kg,06/08/2024,5,8.64,5.11
Red beans Bela Vista 1kg,06/08/2024,18,7.69,6.33
Red beans Eliza 1kg,06/08/2024,2,7.75,6.5
Spaguetti Somolao 1kg,06/08/2024,13,4.69,3.55
Sweet Bread kg,07/08/2024,3,9,4.17
Frozen Chicken kg,07/08/2024,31,7.28,5.99
Salsage kg,07/08/2024,15,9.79,6.97
Calabrezza Saussage kg,07/08/2024,6,22.25,15.91
Mozarella Cheese kg,07/08/2024,6,35.99,24.64
Dish Soap Ype Clear 500ml,07/08/2024,20,1.99,1.59
Dish Soap Ype Apple 500ml,07/08/2024,8,1.99,1.59
Dish soap Ype Neutro 500ml,07/08/2024,40,1.99,1.59
Rice Albaruska Pilao 5kg,07/08/2024,21,32.09,29.17
Tomato sauce Elefante 130g,07/08/2024,11,2.29,1.76
Coffee Mineiro 500gr,07/08/2024,24,5.85,4.5
Instant Pasta Nissin Chicken 85gr,07/08/2024,5,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,07/08/2024,13,0.99,0.48
Fries JR Fritas 300g,07/08/2024,11,7.99,6.1
Coffee Mantiqueira 500g,07/08/2024,18,7.59,5.82
Coffee Santa Barbara kg,07/08/2024,7,5.99,4.77
Corn Flour Mimoso 1kg,07/08/2024,40,2.89,2.2
Beer Clacial 473ml,07/08/2024,14,2.29,1.99
Salt Marlin 1kg,07/08/2024,39,1.15,0.76
Soy Oil Soya 900ml,07/08/2024,103,8.98,7.89
Wheat Flour Vilma 1kg,07/08/2024,45,3.75,2.9
"Beef ""Acem cut"" kg",07/08/2024,12,31.77,22.73
Bologna Bolonha kg,07/08/2024,3,16.81,12.15
Beer Skol 473ml,07/08/2024,45,3.19,2.71
Corn Flour Moinho Dagua 1kg,07/08/2024,21,3.99,3
Soda Coca Cola 2lt reciclable bottle,07/08/2024,31,6.91,4.38
Soda Coca Cola 2lt,07/08/2024,10,6.99,6.06
Common Bread kg,07/08/2024,58,7.99,4.41
Tomato Kg,07/08/2024,48,2.99,2
Potato kg,07/08/2024,77,4.58,3
Zucchini kg,07/08/2024,8,1.69,1
Cabbage kg,07/08/2024,11,2.49,1.66
Beetroot kg,07/08/2024,13,2.99,2
Yam kg,07/08/2024,9,7.45,5
Green Pepper kg,07/08/2024,7,2.99,2
Sweet potato kg,07/08/2024,22,4.19,3
Carrots kg,07/08/2024,17,2.99,2.1
Pumpkin kg,07/08/2024,41,2.59,1.75
Oranges kg,07/08/2024,44,2.79,1.75
Garlic Kg,07/08/2024,22,14.99,10
Onion Kg,07/08/2024,25,2.98,2.15
Apple Kg,07/08/2024,17,7.98,6.11
Banana kg,07/08/2024,40,2.25,1.5
Lettuce kg,07/08/2024,12,1.3,0.85
"Pork ""Pernil cut"" boneless kg",07/08/2024,19,19.61,13.43
Sugar Delta 5kg,07/08/2024,33,11.68,10.39
Ham kg,07/08/2024,3,23.73,15.81
Ground beef kg,07/08/2024,9,24.9,14.13
Generic Ham kg,07/08/2024,3,22.25,14.82
Bologna Confianca kg,07/08/2024,2,8.19,5.12
Cake multiple tastes unity,07/08/2024,1,4.99,2.5
Red beans Bela Vista 1kg,07/08/2024,21,7.69,6.33
Red beans Eliza 1kg,07/08/2024,20,7.7,6.5
Spaguetti Somolao 1kg,07/08/2024,17,4.69,3.55
Sweet Bread kg,08/08/2024,5,8.99,4.17
Frozen Chicken kg,08/08/2024,79,7.29,5.99
Salsage kg,08/08/2024,21,9.79,6.97
Calabrezza Saussage kg,08/08/2024,6,22.29,15.91
Mozarella Cheese kg,08/08/2024,15,35.99,24.64
Dish Soap Ype Clear 500ml,08/08/2024,20,1.99,1.59
Dish Soap Ype Apple 500ml,08/08/2024,25,1.99,1.59
Dish soap Ype Neutro 500ml,08/08/2024,18,1.99,1.59
Rice Albaruska Pilao 5kg,08/08/2024,25,32.1,29.17
Tomato sauce Elefante 130g,08/08/2024,10,2.29,1.76
Coffee Mineiro 500gr,08/08/2024,28,5.85,4.5
Instant Pasta Nissin Chicken 85gr,08/08/2024,7,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,08/08/2024,14,0.99,0.48
Fries JR Fritas 300g,08/08/2024,21,7.99,6.1
Coffee Mantiqueira 500g,08/08/2024,24,7.58,5.82
Coffee Santa Barbara kg,08/08/2024,20,5.99,4.77
Chicken Steak Perdigao 100gr,08/08/2024,11,1.59,1.22
Corn Flour Mimoso 1kg,08/08/2024,21,2.89,2.2
Salt Marlin 1kg,08/08/2024,37,1.15,0.76
Soy Oil Soya 900ml,08/08/2024,87,8.99,7.89
Wheat Flour Vilma 1kg,08/08/2024,27,3.75,2.9
"Beef ""Acem cut"" kg",08/08/2024,10,31.89,22.73
Bologna Bolonha kg,08/08/2024,1,17,12.15
Beer Skol 473ml,08/08/2024,104,3.19,2.71
Corn Flour Moinho Dagua 1kg,08/08/2024,21,3.99,3
Soda Coca Cola 2lt reciclable bottle,08/08/2024,10,6.54,4.38
Soda Coca Cola 2lt,08/08/2024,49,6.99,6.06
Common Bread kg,08/08/2024,69,8,4.41
Tomato Kg,08/08/2024,68,2.99,2
Potato kg,08/08/2024,108,4.59,3
Zucchini kg,08/08/2024,10,1.69,1
Cabbage kg,08/08/2024,12,2.49,1.66
Beetroot kg,08/08/2024,10,2.99,2
Yam kg,08/08/2024,11,7.49,5
Green Pepper kg,08/08/2024,8,2.99,2
Sweet potato kg,08/08/2024,11,4.19,3
Carrots kg,08/08/2024,18,2.99,2.1
Pumpkin kg,08/08/2024,27,2.59,1.75
Oranges kg,08/08/2024,49,2.79,1.75
Garlic Kg,08/08/2024,14,14.99,10
Onion Kg,08/08/2024,32,2.99,2.15
Apple Kg,08/08/2024,13,7.99,6.11
Banana kg,08/08/2024,45,2.25,1.5
Lettuce kg,08/08/2024,12,1.3,0.85
"Pork ""Pernil cut"" boneless kg",08/08/2024,24,18.99,12.93
Sugar Delta 5kg,08/08/2024,25,11.69,10.39
Ham kg,08/08/2024,3,23.75,15.81
Ground beef kg,08/08/2024,16,23.25,15.5
Generic Ham kg,08/08/2024,6,22.25,14.82
Bologna Confianca kg,08/08/2024,4,8.19,5.12
Cake multiple tastes unity,08/08/2024,10,4.99,2.5
Red beans Bela Vista 1kg,08/08/2024,19,7.8,6.46
Red beans Eliza 1kg,08/08/2024,41,7.75,6.5
Spaguetti Somolao 1kg,08/08/2024,16,4.69,3.55
Sweet Bread kg,09/08/2024,1,8.99,4.17
Frozen Chicken kg,09/08/2024,47,7.29,5.99
Salsage kg,09/08/2024,8,9.79,6.97
Calabrezza Saussage kg,09/08/2024,2,22.29,15.91
Mozarella Cheese kg,09/08/2024,6,35.99,24.64
Dish Soap Ype Clear 500ml,09/08/2024,1,1.99,1.59
Dish Soap Ype Apple 500ml,09/08/2024,3,1.99,1.59
Dish soap Ype Neutro 500ml,09/08/2024,7,1.99,1.59
Rice Albaruska Pilao 5kg,09/08/2024,2,32.1,29.17
Coffee Mineiro 500gr,09/08/2024,5,5.85,4.5
Instant Pasta Nissin Chicken 85gr,09/08/2024,4,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,09/08/2024,3,0.99,0.48
Fries JR Fritas 300g,09/08/2024,14,7.99,6.1
Coffee Mantiqueira 500g,09/08/2024,7,7.59,5.82
Coffee Santa Barbara kg,09/08/2024,4,5.99,4.77
Chicken Steak Perdigao 100gr,09/08/2024,7,1.59,1.22
Corn Flour Mimoso 1kg,09/08/2024,26,2.89,2.2
Salt Marlin 1kg,09/08/2024,7,1.15,0.76
Soy Oil Soya 900ml,09/08/2024,34,8.99,7.89
Wheat Flour Vilma 1kg,09/08/2024,6,3.75,2.9
"Beef ""Acem cut"" kg",09/08/2024,10,31.89,22.73
Beer Skol 473ml,09/08/2024,74,3.19,2.71
Corn Flour Moinho Dagua 1kg,09/08/2024,5,3.99,3
Soda Coca Cola 2lt,09/08/2024,34,6.99,6.06
Common Bread kg,09/08/2024,35,8,4.41
Tomato Kg,09/08/2024,35,2.99,2
Potato kg,09/08/2024,54,4.59,3
Zucchini kg,09/08/2024,5,1.69,1
Cabbage kg,09/08/2024,5,2.49,1.66
Beetroot kg,09/08/2024,2,2.99,2
Yam kg,09/08/2024,3,7.49,5
Green Pepper kg,09/08/2024,4,2.99,2
Sweet potato kg,09/08/2024,2,4.19,3
Carrots kg,09/08/2024,9,2.99,2.1
Pumpkin kg,09/08/2024,2,2.59,1.75
Oranges kg,09/08/2024,23,2.79,1.75
Garlic Kg,09/08/2024,7,14.99,10
Onion Kg,09/08/2024,19,2.99,2.15
Apple Kg,09/08/2024,9,7.99,6.11
Banana kg,09/08/2024,18,2.25,1.5
"Pork ""Pernil cut"" boneless kg",09/08/2024,9,18.99,12.93
Sugar Delta 5kg,09/08/2024,7,11.69,10.39
Ham kg,09/08/2024,2,23.74,15.81
Ground beef kg,09/08/2024,3,23.25,15.5
Generic Ham kg,09/08/2024,2,22.25,14.82
Bologna Confianca kg,09/08/2024,2,8.19,5.12
Cake multiple tastes unity,09/08/2024,4,4.99,2.5
Red beans Bela Vista 1kg,09/08/2024,5,7.99,6.67
Red beans Eliza 1kg,09/08/2024,12,7.75,6.5
Sweet Bread kg,10/08/2024,5,8.99,4.17
Frozen Chicken kg,10/08/2024,27,7.29,5.99
Salsage kg,10/08/2024,18,9.79,6.97
Calabrezza Saussage kg,10/08/2024,5,22.29,15.91
Mozarella Cheese kg,10/08/2024,3,36,24.64
Dish Soap Ype Clear 500ml,10/08/2024,20,1.99,1.59
Dish Soap Ype Apple 500ml,10/08/2024,5,1.99,1.59
Dish soap Ype Neutro 500ml,10/08/2024,10,1.99,1.59
Rice Albaruska Pilao 5kg,10/08/2024,3,32.1,29.17
Tomato sauce Elefante 130g,10/08/2024,8,2.29,1.76
Coffee Mineiro 500gr,10/08/2024,10,5.85,4.5
Instant Pasta Nissin Chicken 85gr,10/08/2024,12,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,10/08/2024,23,0.99,0.48
Fries JR Fritas 300g,10/08/2024,14,7.99,6.1
Coffee Mantiqueira 500g,10/08/2024,12,7.59,5.82
Coffee Santa Barbara kg,10/08/2024,24,5.99,4.77
Chicken Steak Perdigao 100gr,10/08/2024,16,1.59,1.22
Corn Flour Mimoso 1kg,10/08/2024,34,2.89,2.2
Salt Marlin 1kg,10/08/2024,12,1.15,0.76
Soy Oil Soya 900ml,10/08/2024,72,8.99,7.89
Wheat Flour Vilma 1kg,10/08/2024,47,3.75,2.9
"Beef ""Acem cut"" kg",10/08/2024,12,31.89,22.73
Beer Skol 473ml,10/08/2024,29,3.19,2.71
Corn Flour Moinho Dagua 1kg,10/08/2024,10,3.99,3
Soda Coca Cola 2lt,10/08/2024,55,6.99,6.06
Common Bread kg,10/08/2024,58,8,4.41
Tomato Kg,10/08/2024,44,2.99,2
Potato kg,10/08/2024,70,4.23,2.82
Zucchini kg,10/08/2024,10,1.69,1
Cabbage kg,10/08/2024,8,2.49,1.66
Beetroot kg,10/08/2024,8,2.99,2
Yam kg,10/08/2024,12,7.49,5
Green Pepper kg,10/08/2024,3,2.99,2
Sweet potato kg,10/08/2024,9,4,2.66
Carrots kg,10/08/2024,17,2.99,2.1
Pumpkin kg,10/08/2024,44,2.59,1.75
Oranges kg,10/08/2024,70,2.79,1.75
Garlic Kg,10/08/2024,15,14.99,10
Onion Kg,10/08/2024,25,2.99,2.15
Apple Kg,10/08/2024,16,7.99,6.11
Banana kg,10/08/2024,34,2.25,1.5
Lettuce kg,10/08/2024,12,1.3,0.85
"Pork ""Pernil cut"" boneless kg",10/08/2024,10,18.99,12.93
Sugar Delta 5kg,10/08/2024,15,11.69,10.39
Ham kg,10/08/2024,3,23.75,15.81
Ground beef kg,10/08/2024,6,23.25,15.5
Generic Ham kg,10/08/2024,2,22.25,14.82
Bologna Confianca kg,10/08/2024,4,8.19,5.12
Cake multiple tastes unity,10/08/2024,1,4.99,2.5
Red beans Bela Vista 1kg,10/08/2024,8,7.99,6.67
Red beans Eliza 1kg,10/08/2024,12,7.75,6.5
Spaguetti Somolao 1kg,10/08/2024,3,4.69,3.55
Sweet Bread kg,11/08/2024,6,8.99,4.17
Frozen Chicken kg,11/08/2024,45,7.29,5.99
Salsage kg,11/08/2024,9,9.79,6.97
Calabrezza Saussage kg,11/08/2024,1,22.3,15.91
Mozarella Cheese kg,11/08/2024,5,35.99,24.64
Dish Soap Ype Clear 500ml,11/08/2024,18,1.99,1.59
Dish Soap Ype Apple 500ml,11/08/2024,16,1.99,1.59
Dish soap Ype Neutro 500ml,11/08/2024,11,1.99,1.59
Rice Albaruska Pilao 5kg,11/08/2024,13,32.1,29.17
Tomato sauce Elefante 130g,11/08/2024,5,2.29,1.76
Coffee Mineiro 500gr,11/08/2024,43,5.85,4.5
Instant Pasta Nissin Chicken 85gr,11/08/2024,7,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,11/08/2024,23,0.99,0.48
Fries JR Fritas 300g,11/08/2024,11,7.99,6.1
Coffee Mantiqueira 500g,11/08/2024,17,7.59,5.82
Coffee Santa Barbara kg,11/08/2024,9,5.99,4.77
Chicken Steak Perdigao 100gr,11/08/2024,11,1.59,1.22
Corn Flour Mimoso 1kg,11/08/2024,37,2.89,2.2
Salt Marlin 1kg,11/08/2024,28,1.15,0.76
Soy Oil Soya 900ml,11/08/2024,93,8.99,7.89
Wheat Flour Vilma 1kg,11/08/2024,22,3.75,2.9
"Beef ""Acem cut"" kg",11/08/2024,12,31.89,22.73
Beer Skol 473ml,11/08/2024,33,3.19,2.71
Corn Flour Moinho Dagua 1kg,11/08/2024,9,3.99,3
Soda Coca Cola 2lt reciclable bottle,11/08/2024,1,5.29,4.38
Soda Coca Cola 2lt,11/08/2024,47,6.99,6.06
Common Bread kg,11/08/2024,51,7.99,4.41
Tomato Kg,11/08/2024,61,2.99,2
Potato kg,11/08/2024,79,4.19,2.8
Zucchini kg,11/08/2024,10,1.69,1
Cabbage kg,11/08/2024,13,2.49,1.66
Beetroot kg,11/08/2024,14,2.99,2
Yam kg,11/08/2024,8,7.49,5
Green Pepper kg,11/08/2024,2,2.99,2
Sweet potato kg,11/08/2024,8,3.99,2.65
Carrots kg,11/08/2024,25,2.99,2.1
Pumpkin kg,11/08/2024,42,2.59,1.75
Oranges kg,11/08/2024,63,2.79,1.75
Garlic Kg,11/08/2024,15,14.99,10
Onion Kg,11/08/2024,26,2.99,2.15
Apple Kg,11/08/2024,17,7.99,6.11
Banana kg,11/08/2024,29,2.25,1.5
Lettuce kg,11/08/2024,43,1.3,0.85
"Pork ""Pernil cut"" boneless kg",11/08/2024,31,18.99,12.93
Sugar Delta 5kg,11/08/2024,33,11.69,10.39
Ham kg,11/08/2024,3,23.75,15.81
Ground beef kg,11/08/2024,10,23.25,15.5
Generic Ham kg,11/08/2024,2,22.26,14.82
Bologna Confianca kg,11/08/2024,5,8.19,5.12
Red beans Bela Vista 1kg,11/08/2024,16,7.99,6.67
Red beans Eliza 1kg,11/08/2024,12,7.75,6.5
Spaguetti Somolao 1kg,11/08/2024,3,4.69,3.55
Sweet Bread kg,12/08/2024,7,8.99,4.17
Frozen Chicken kg,12/08/2024,36,7.29,5.99
Salsage kg,12/08/2024,13,9.79,6.9
Calabrezza Saussage kg,12/08/2024,7,22.29,15.91
Mozarella Cheese kg,12/08/2024,6,35.88,24.64
Dish Soap Ype Clear 500ml,12/08/2024,33,1.99,1.59
Dish Soap Ype Apple 500ml,12/08/2024,14,1.99,1.59
Dish soap Ype Neutro 500ml,12/08/2024,10,1.99,1.59
Rice Albaruska Pilao 5kg,12/08/2024,13,32.1,29.17
Powder juice Frech orange 10gr,12/08/2024,12,0.65,0.42
Tomato sauce Elefante 130g,12/08/2024,17,2.29,1.76
Coffee Mineiro 500gr,12/08/2024,15,5.85,4.5
Instant Pasta Nissin Chicken 85gr,12/08/2024,14,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,12/08/2024,12,0.99,0.48
Fries JR Fritas 300g,12/08/2024,9,7.99,6.1
Coffee Mantiqueira 500g,12/08/2024,9,7.59,5.82
Coffee Santa Barbara kg,12/08/2024,14,5.99,4.77
Chicken Steak Perdigao 100gr,12/08/2024,12,1.59,1.22
Corn Flour Mimoso 1kg,12/08/2024,52,2.89,2.2
Beer Clacial 473ml,12/08/2024,31,2.29,1.99
Salt Marlin 1kg,12/08/2024,30,1.15,0.76
Soy Oil Soya 900ml,12/08/2024,55,8.99,7.89
Wheat Flour Vilma 1kg,12/08/2024,23,3.75,3.03
"Beef ""Acem cut"" kg",12/08/2024,9,32.65,23.37
Bologna Bolonha kg,12/08/2024,1,16.21,12.15
Beer Skol 473ml,12/08/2024,16,3.19,2.71
Corn Flour Moinho Dagua 1kg,12/08/2024,21,3.99,3
Soda Coca Cola 2lt reciclable bottle,12/08/2024,5,5.9,4.38
Soda Coca Cola 2lt,12/08/2024,28,6.9,6.06
Common Bread kg,12/08/2024,67,7.99,4.41
Tomato Kg,12/08/2024,37,2.99,2
Potato kg,12/08/2024,110,4.19,2.8
Zucchini kg,12/08/2024,3,1.69,1
Cabbage kg,12/08/2024,7,2.49,1.66
Beetroot kg,12/08/2024,10,2.99,2
Yam kg,12/08/2024,13,7.48,5
Green Pepper kg,12/08/2024,4,2.99,2
Sweet potato kg,12/08/2024,11,3.99,2.65
Carrots kg,12/08/2024,12,2.99,2.1
Pumpkin kg,12/08/2024,32,2.59,1.75
Oranges kg,12/08/2024,44,2.79,1.75
Garlic Kg,12/08/2024,16,14.99,10
Onion Kg,12/08/2024,23,2.99,2.15
Apple Kg,12/08/2024,18,7.99,6.11
Banana kg,12/08/2024,31,2.25,1.5
Lettuce kg,12/08/2024,15,1.3,0.85
"Pork ""Pernil cut"" boneless kg",12/08/2024,19,18.99,12.93
Sugar Delta 5kg,12/08/2024,40,11.68,10.39
Ham kg,12/08/2024,2,23.75,15.81
Ground beef kg,12/08/2024,9,23.25,15.5
Generic Ham kg,12/08/2024,2,22.03,14.82
Bologna Confianca kg,12/08/2024,3,8.19,5.12
Red beans Bela Vista 1kg,12/08/2024,27,7.99,6.67
Red beans Eliza 1kg,12/08/2024,24,7.73,6.5
Spaguetti Somolao 1kg,12/08/2024,16,4.69,3.55
Sweet Bread kg,13/08/2024,5,8.98,4.17
Frozen Chicken kg,13/08/2024,51,7.28,5.99
Salsage kg,13/08/2024,20,9.79,6.86
Calabrezza Saussage kg,13/08/2024,5,22.29,15.91
Mozarella Cheese kg,13/08/2024,12,35.99,24.64
Dish Soap Ype Clear 500ml,13/08/2024,24,1.98,1.59
Dish Soap Ype Apple 500ml,13/08/2024,17,1.99,1.59
Dish soap Ype Neutro 500ml,13/08/2024,17,1.99,1.59
Rice Albaruska Pilao 5kg,13/08/2024,10,32.09,29.17
Powder juice Frech orange 10gr,13/08/2024,27,0.65,0.42
Tomato sauce Elefante 130g,13/08/2024,19,2.28,1.76
Coffee Mineiro 500gr,13/08/2024,35,5.85,4.5
Instant Pasta Nissin Chicken 85gr,13/08/2024,13,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,13/08/2024,11,0.99,0.48
Fries JR Fritas 300g,13/08/2024,11,7.99,6.1
Coffee Mantiqueira 500g,13/08/2024,19,7.58,5.82
Coffee Santa Barbara kg,13/08/2024,18,5.99,4.77
Chicken Steak Perdigao 100gr,13/08/2024,22,1.59,1.22
Corn Flour Mimoso 1kg,13/08/2024,44,2.89,2.2
Beer Clacial 473ml,13/08/2024,59,2.29,1.99
Salt Marlin 1kg,13/08/2024,49,1.15,0.76
Soy Oil Soya 900ml,13/08/2024,74,8.98,7.89
Wheat Flour Vilma 1kg,13/08/2024,36,3.75,3.09
"Beef ""Acem cut"" kg",13/08/2024,10,32.89,23.54
Bologna Bolonha kg,13/08/2024,4,16.99,12.15
Beer Skol 473ml,13/08/2024,30,3.19,2.71
Corn Flour Moinho Dagua 1kg,13/08/2024,23,3.99,3
Soda Coca Cola 2lt reciclable bottle,13/08/2024,8,6.63,4.38
Soda Coca Cola 2lt,13/08/2024,12,6.99,6.06
Common Bread kg,13/08/2024,63,7.99,4.41
Tomato Kg,13/08/2024,69,3.47,2.52
Potato kg,13/08/2024,102,4.19,2.8
Zucchini kg,13/08/2024,6,1.67,1
Cabbage kg,13/08/2024,15,2.49,1.66
Beetroot kg,13/08/2024,9,2.97,2
Yam kg,13/08/2024,13,7.48,5
Green Pepper kg,13/08/2024,8,2.99,2
Sweet potato kg,13/08/2024,17,3.59,2.25
Carrots kg,13/08/2024,22,2.98,2.1
Pumpkin kg,13/08/2024,24,1.66,1.04
Oranges kg,13/08/2024,25,2.79,1.75
Garlic Kg,13/08/2024,14,15.98,11.5
Onion Kg,13/08/2024,40,2.51,1.6
Apple Kg,13/08/2024,19,8.46,6.11
Banana kg,13/08/2024,44,2.25,1.5
Lettuce kg,13/08/2024,34,1.3,0.85
Soy Oil Corcovado 900ml,13/08/2024,17,8.18,7.3
"Pork ""Pernil cut"" boneless kg",13/08/2024,12,18.99,12.93
Sugar Delta 5kg,13/08/2024,25,11.67,10.39
Ham kg,13/08/2024,3,23.73,15.81
Ground beef kg,13/08/2024,5,23.19,15.5
Generic Ham kg,13/08/2024,3,22.25,14.82
Bologna Confianca kg,13/08/2024,4,8.19,5.12
Red beans Bela Vista 1kg,13/08/2024,14,7.97,6.67
Red beans Eliza 1kg,13/08/2024,10,7.75,6.5
Spaguetti Somolao 1kg,13/08/2024,17,4.69,3.55
Sweet Bread kg,14/08/2024,4,8.99,4.17
Frozen Chicken kg,14/08/2024,43,7.5,6.19
Salsage kg,14/08/2024,17,9.79,6.91
Calabrezza Saussage kg,14/08/2024,2,22.3,15.91
Mozarella Cheese kg,14/08/2024,7,35.92,24.64
Dish Soap Ype Clear 500ml,14/08/2024,20,1.99,1.59
Dish Soap Ype Apple 500ml,14/08/2024,20,1.99,1.59
Dish soap Ype Neutro 500ml,14/08/2024,19,1.99,1.59
Rice Albaruska Pilao 5kg,14/08/2024,4,32.1,29.17
Powder juice Frech orange 10gr,14/08/2024,7,0.65,0.42
Tomato sauce Elefante 130g,14/08/2024,17,2.29,1.76
Coffee Mineiro 500gr,14/08/2024,15,5.85,4.5
Instant Pasta Nissin Chicken 85gr,14/08/2024,10,1.79,1.23
Milky Drink Quatazinho Chocolate 200ml,14/08/2024,19,0.99,0.48
Fries JR Fritas 300g,14/08/2024,11,7.99,6.1
Coffee Mantiqueira 500g,14/08/2024,24,7.59,5.81
Coffee Santa Barbara kg,14/08/2024,20,5.99,4.77
Chicken Steak Perdigao 100gr,14/08/2024,12,1.56,1.22
Corn Flour Mimoso 1kg,14/08/2024,29,2.89,2.2
Beer Clacial 473ml,14/08/2024,22,2.29,1.99
Salt Marlin 1kg,14/08/2024,42,1.15,0.76
Soy Oil Soya 900ml,14/08/2024,33,8.99,7.89
Wheat Flour Vilma 1kg,14/08/2024,44,3.75,3.09
"Beef ""Acem cut"" kg",14/08/2024,7,32.95,23.72
Bologna Bolonha kg,14/08/2024,3,16.99,12.14
Beer Skol 473ml,14/08/2024,43,3.19,2.71
Corn Flour Moinho Dagua 1kg,14/08/2024,15,3.99,3
Soda Coca Cola 2lt reciclable bottle,14/08/2024,11,6.35,4.38
Soda Coca Cola 2lt,14/08/2024,30,6.99,6.06
Common Bread kg,14/08/2024,58,7.99,4.41
Tomato Kg,14/08/2024,50,4.99,3.5
Potato kg,14/08/2024,85,4.19,2.8
Zucchini kg,14/08/2024,4,1.69,1
